26_NAM;26_IDEN
Wartenberg-Rohrbach;"4403330608000"
Winnweiler;"4403330650300"
Alsenz;"4403330700300"
Bayerfeld-Steckweiler;"4403330700400"
Bisterschied;"4403330700800"
Dielkirchen;"4403330701400"
Dörrmoschel;"4403330701600"
Finkenbach-Gersweiler;"4403330702100"
Gaugrehweiler;"4403330702300"
Gehrweiler;"4403330702400"
Gerbach;"4403330702500"
Gundersweiler;"4403330702800"
Imsweiler;"4403330703400"
Kalkofen;"4403330703600"
Katzenbach;"4403330703700"
Mannweiler-Cölln;"4403330704300"
Münsterappel;"4403330704900"
Niederhausen an der Appel;"4403330705000"
Niedermoschel;"4403330705100"
Oberhausen an der Appel;"4403330705300"
Obermoschel;"4403330705400"
Oberndorf;"4403330705500"
Ransweiler;"4403330706100"
Ruppertsecken;"4403330706500"
Sankt Alban;"4403330706600"
Schiersfeld;"4403330706700"
Schönborn;"4403330706800"
Sitters;"4403330707200"
Stahlberg;"4403330707300"
Teschenmoschel;"4403330707700"
Unkenbach;"4403330707800"
Waldgrehweiler;"4403330707900"
Winterborn;"4403330708300"
Würzweiler;"4403330708400"
Rathskirchen;"4403330720100"
Reichsthal;"4403330720200"
Seelen;"4403330720300"
Rockenhausen;"4403330750200"
Bellheim;"4513340100100"
Knittelsheim;"4513340101400"
Ottersheim bei Landau;"4513340102300"
Zeiskam;"4513340103600"
Berg (Pfalz) I;"4523340200200"
Hagenbach;"4523340200800"
Neuburg I;"4523340202100"
Scheibenhardt;"4523340202700"
Hatzenbühl;"4523340300900"
Jockgrim;"4523340301200"
Neupotz;"4523340302200"
Rheinzabern;"4523340302400"
Erlenbach bei Kandel;"4493340400400"
Freckenfeld;"4493340400500"
Kandel;"4493340401300"
Minfeld;"4493340402000"
Steinweiler;"4493340403000"
Vollmersweiler;"4493340403100"
Winden;"4493340403400"
Freisbach;"4513340500600"
Lingenfeld;"4513340501700"
Lustadt;"4513340501800"
Schwegenheim;"4513340502800"
Weingarten (Pfalz);"4513340503200"
Westheim (Pfalz);"4513340503300"
Hördt;"4523340601100"
Kuhardt;"4523340601500"
Leimersheim;"4523340601600"
Rülzheim;"4523340602500"
Gerhardsbrunn;"4463350101100"
Lambsborn;"4463350120100"
Langwieden;"4463350120200"
Martinshöhe;"4463350120300"
Enkenbach-Alsenborn;"4453350200400"
Fischbach;"4453350200700"
Frankenstein;"4453350201000"
Hochspeyer;"4453350201500"
Mehlingen;"4453350202600"
Neuhemsbach;"4453350202800"
Waldleiningen;"4453350204800"
Sembach;"4453350220500"
Hütschenhausen;"4463350801600"
Kottweiler-Schwanden;"4463350802000"
Niedermohr;"4463350803000"
Ramstein-Miesenbach;"4463350803800"
Steinwenden;"4463350804400"
Erzenhausen;"4463350900500"
Eulenbis;"4463350900600"
Kollweiler;"4463350901900"
Mackenbach;"4463350902400"
Rodenbach;"4463350904000"
Schwedelbach;"4463350904300"
Weilerbach;"4463350904900"
Reichenbach-Steegen;"4463350950100"
Frankelbach;"4453351000900"
Heiligenmoschel;"4453351001300"
Hirschhorn (Pfalz);"4453351001400"
Katzweiler;"4453351001700"
Mehlbach;"4453351002500"
Niederkirchen;"4453351002900"
Olsbrücken;"4453351003300"
Otterbach;"4453351003400"
Otterberg;"4453351003500"
Schallodenbach;"4453351004100"
Schneckenhausen;"4453351004200"
Sulzbachtal;"4453351004600"
Bann;"4463351100200"
Hauptstuhl;"4463351101200"
Kindsbach;"4463351101800"
Krickenbach;"4463351102100"
Landstuhl;"4463351102200"
Linden;"4463351102300"
Mittelbrunn;"4463351102700"
Oberarnbach;"4463351103100"
Queidersbach;"4463351103700"
Stelzenberg;"4463351104500"
Trippstadt;"4463351104700"
Schopp;"4463351120400"
Adenbach;"4413360800100"
Aschbach;"4413360800500"
Buborn;"4413360801200"
Cronenberg;"4413360801300"
Deimberg;"4413360801400"
Einöllen;"4413360801900"
Eßweiler;"4413360802300"
Ginsweiler;"4413360802900"
Glanbrücken;"4413360803000"
Grumbach;"4413360803300"
Hausweiler;"4413360803500"
Hefersweiler;"4413360803600"
Heinzenhausen;"4413360803800"
Herren-Sulzbach;"4413360804000"
Hinzweiler;"4413360804200"
Hohenöllen;"4413360804300"
Homberg;"4413360804400"
Hoppstädten;"4413360804500"
Jettenbach;"4413360804800"
Kappeln;"4413360804900"
Kirrweiler;"4413360805000"
Kreimbach-Kaulbach;"4413360805300"
Langweiler;"4413360805700"
Lauterecken;"4413360805800"
Lohnweiler;"4413360806000"
Medard;"4413360806100"
Merzweiler;"4413360806200"
Nerzweiler;"4413360806500"
Nußbach;"4413360806900"
Oberweiler im Tal;"4413360807200"
Oberweiler-Tiefenbach;"4413360807300"
Odenbach;"4413360807400"
Offenbach-Hundheim;"4413360807500"
Reipoltskirchen;"4413360808500"
Relsberg;"4413360808600"
Rothselberg;"4413360808700"
Rutsweiler an der Lauter;"4413360809000"
Sankt Julian;"4413360809500"
Unterjeckenbach;"4413360810000"
Wiesweiler;"4413360810400"
Wolfstein;"4413360810500"
Altenkirchen;"4413360900400"
Börsborn;"4413360900800"
Breitenbach;"4413360901000"
Brücken (Pfalz);"4413360901100"
Dittweiler;"4413360901600"
Dunzweiler;"4413360901700"
Frohnhofen;"4413360902700"
Glan-Münchweiler;"4413360903100"
Gries;"4413360903200"
Henschtal;"4413360903700"
Herschweiler-Pettersheim;"4413360904100"
Hüffler;"4413360904700"
Krottelbach;"4413360905400"
Langenbach;"4413360905600"
Nanzdietschweiler;"4413360906400"
Ohmbach;"4413360907600"
Rehweiler;"4413360908200"
Schönenberg-Kübelberg;"4413360909200"
Steinbach am Glan;"4413360909600"
Wahnwegen;"4413360910100"
Waldmohr;"4413360910200"
Matzenbach;"4413360910700"
Quirnbach (Pfalz);"4413360950100"
Albessen;"4413361000200"
Altenglan;"4413361000300"
Blaubach;"4413361000600"
Bosenbach;"4413361000900"
Dennweiler-Frohnbach;"4413361001500"
Ehweiler;"4413361001800"
Elzweiler;"4413361002100"
Erdesbach;"4413361002200"
Etschberg;"4413361002400"
Föckelberg;"4413361002500"
Haschbach am Remigiusberg;"4413361003400"
Herchweiler;"4413361003900"
Horschbach;"4413361004600"
Körborn;"4413361005100"
Konken;"4413361005200"
Kusel;"4413361005500"
Neunkirchen am Potzberg;"4413361006600"
Niederalben;"4413361006700"
Niederstaufenbach;"4413361006800"
Oberalben;"4413361007000"
Oberstaufenbach;"4413361007100"
Pfeffelbach;"4413361007700"
Rammelsbach;"4413361007900"
Rathsweiler;"4413361008100"
Reichweiler;"4413361008400"
Ruthweiler;"4413361008800"
Rutsweiler am Glan;"4413361008900"
Schellweiler;"4413361009100"
Selchenbach;"4413361009400"
Thallichtenberg;"4413361009700"
Theisbergstegen;"4413361009800"
Ulmet;"4413361009900"
Welchweiler;"4413361010300"
Bedesbach;"4413361010600"
Albersweiler;"4493370100100"
Dernbach;"4493370101700"
Eußerthal;"4493370102400"
Gossersweiler-Stein;"4493370103300"
Münchweiler am Klingbach;"4493370105400"
Ramberg;"4493370106400"
Rinnthal;"4493370106700"
Silz;"4493370107400"
Völkersweiler;"4493370107800"
Waldhambach;"4493370108000"
Waldrohrbach;"4493370108100"
Wernersberg;"4493370108300"
Annweiler am Trifels;"4493370150100"
Bad Bergzabern;"4493370200500"
Barbelroth;"4493370200600"
Birkenhördt;"4493370200800"
Böllenborn;"4493370201300"
Dierbach;"4493370201800"
Dörrenbach;"4493370201900"
Gleiszellen-Gleishorbach;"4493370202900"
Hergersweiler;"4493370203700"
Kapellen-Drusweiler;"4493370204500"
Kapsweyer;"4493370204600"
Klingenmünster;"4493370204900"
Niederhorbach;"4493370205500"
Niederotterbach;"4493370205600"
Oberhausen;"4493370205800"
Oberotterbach;"4493370205900"
Oberschlettenbach;"4493370206000"
Pleisweiler-Oberhofen;"4493370206200"
Schweigen-Rechtenbach;"4493370207100"
Schweighofen;"4493370207200"
Steinfeld;"4493370207600"
Vorderweidenthal;"4493370207900"
Altdorf;"4503370300200"
Böbingen;"4503370301100"
Burrweiler;"4503370301500"
Edenkoben;"4503370302000"
Edesheim;"4503370302100"
Flemlingen;"4503370302500"
Freimersheim (Pfalz);"4503370302700"
Gleisweiler;"4503370302800"
Gommersheim;"4503370303200"
Großfischlingen;"4503370303500"
Hainfeld;"4503370303600"
Kleinfischlingen;"4503370304800"
Rhodt unter Rietburg;"4503370306600"
Roschbach;"4503370306900"
Venningen;"4503370307700"
Weyher in der Pfalz;"4503370308400"
Herxheim bei Landau (Pfalz);"4493370403800"
Herxheimweyher;"4493370403900"
Insheim;"4493370404400"
Rohrbach;"4493370406800"
Billigheim-Ingenheim;"4493370500700"
Birkweiler;"4493370500900"
Böchingen;"4493370501200"
Eschbach;"4493370502200"
Frankweiler;"4493370502600"
Göcklingen;"4493370503100"
Heuchelheim-Klingen;"4493370504000"
Ilbesheim bei Landau (Pfalz);"4493370504200"
Impflingen;"4493370504300"
Knöringen;"4493370505000"
Leinsweiler;"4493370505100"
Ranschbach;"4493370506500"
Siebeldingen;"4493370507300"
Walsheim;"4493370508200"
Kirrweiler (Pfalz);"4503370604700"
Maikammer;"4503370605200"
Sankt Martin;"4503370607000"
Bornheim;"4513370701400"
Essingen;"4513370702300"
Hochstadt (Pfalz);"4513370704100"
Offenbach an der Queich;"4513370706100"
"Bobenheim-Roxheim, Verbandsfreie Gemeinde";"3353380000400"
"Böhl-Iggelheim, Verbandsfreie Gemeinde";"3383380000500"
"Limburgerhof, Verbandsfreie Gemeinde";"3383380001700"
"Mutterstadt, Verbandsfreie Gemeinde";"3383380001900"
"Schifferstadt, Verbandsfreie Gemeinde";"3393380002500"
Dannstadt-Schauernheim;"3383380100600"
Hochdorf-Assenheim;"3383380101400"
Rödersheim-Gronau;"3383380102200"
Birkenheide;"3383380400300"
Fußgönheim;"3383380400800"
Maxdorf;"3383380401800"
Beindersheim;"3353380600200"
Großniedesheim;"3353380600900"
Heßheim;"3353380601200"
Heuchelheim bei Frankenthal;"3353380601300"
Kleinniedesheim;"3353380601500"
Lambsheim;"3353380601600"
Dudenhofen;"3393380700700"
Hanhofen;"3393380701000"
Harthausen;"3393380701100"
Römerberg;"3393380702300"
Altrip;"3383380800100"
Neuhofen;"3383380802000"
Otterstadt;"3383380802100"
Waldsee;"3383380802600"
"Budenheim, Verbandsfreie Gemeinde";"3313390000900"
Bacharach;"3303390100300"
Breitscheid;"3303390100700"
Manubach;"3303390103600"
Münster-Sarmsheim;"3303390103800"
Niederheimbach;"3303390104000"
Oberdiebach;"3303390104400"
Oberheimbach;"3303390104500"
Trechtingshausen;"3303390105800"
Waldalgesheim;"3303390106200"
Weiler bei Bingen;"3303390106300"
Bodenheim;"3293390200600"
Gau-Bischofsheim;"3293390202000"
Harxheim;"3293390202600"
Lörzweiler;"3293390203400"
Nackenheim;"3293390203900"
Appenheim;"3303390300100"
Bubenheim;"3303390300800"
Engelstadt;"3303390301600"
Gau-Algesheim;"3303390301900"
Nieder-Hilbersheim;"3303390304100"
Ober-Hilbersheim;"3303390304600"
Ockenheim;"3303390304800"
Schwabenheim an der Selz;"3303390305100"
Essenheim;"3313390601700"
Jugenheim in Rheinhessen;"3313390603100"
Klein-Winternheim;"3313390603200"
Nieder-Olm;"3313390604200"
Ober-Olm;"3313390604700"
Sörgenloch;"3313390605400"
Stadecken-Elsheim;"3313390605700"
Zornheim;"3313390606700"
Dalheim;"3323390701000"
Dexheim;"3323390701100"
Dienheim;"3323390701200"
Dolgesheim;"3323390701300"
Eimsheim;"3323390701500"
Friesenheim;"3323390701800"
Guntersblum;"3323390702400"
Hahnheim;"3323390702500"
Hillesheim;"3323390702800"
Köngernheim;"3323390703300"
Ludwigshöhe;"3323390703500"
Mommenheim;"3323390703700"
"Nierstein, St";"3323390704300"
Oppenheim;"3323390704900"
Selzen;"3323390705300"
Uelversheim;"3323390705900"
Undenheim;"3323390706000"
Weinolsheim;"3323390706400"
Wintersheim;"3323390706600"
Dorn-Dürkheim;"3323390720100"
Aspisheim;"3303390800200"
Badenheim;"3303390800400"
Gensingen;"3303390802100"
Grolsheim;"3303390802200"
Horrweiler;"3303390802900"
Sankt Johann;"3303390805000"
Sprendlingen;"3303390805600"
Welgesheim;"3303390806500"
Zotzenheim;"3303390806800"
Wolfsheim;"3303390820200"
Bobenthal;"4483400100100"
Busenberg;"4483400100200"
Dahn;"4483400100400"
Erfweiler;"4483400100900"
Erlenbach bei Dahn;"4483400101000"
Fischbach bei Dahn;"4483400101100"
Hirschthal;"4483400102100"
Ludwigswinkel;"4483400102900"
Niederschlettenbach;"4483400103300"
Nothweiler;"4483400103400"
Rumbach;"4483400103900"
Schindhard;"4483400104300"
Schönau (Pfalz);"4483400104500"
Bruchweiler-Bärenbach;"4483400150100"
Bundenthal;"4483400150200"
Darstein;"4483400200500"
Dimbach;"4483400200600"
Hauenstein;"4483400201400"
Hinterweidenthal;"4483400202000"
Lug;"4483400203000"
Schwanheim;"4483400204700"
Spirkelbach;"4483400204900"
Wilgartswiesen;"4483400205700"
Eppenbrunn;"4483400300800"
Hilst;"4483400301900"
Kröppen;"4483400302600"
Lemberg;"4483400302800"
Obersimten;"4483400303600"
Ruppertsweiler;"4483400304000"
Schweix;"4483400304800"
Trulben;"4483400305200"
Vinningen;"4483400305300"
Bottenbach;"4483400320500"
Clausen;"4483400400300"
Donsieders;"4483400400700"
Leimen;"4483400402700"
Merzalben;"4483400403100"
Münchweiler an der Rodalb;"4483400403200"
Rodalben;"4483400403800"
Geiselberg;"4473400601200"
Heltersberg;"4473400601500"
Hermersberg;"4473400601600"
Höheinöd;"4473400602200"
Horbach;"4473400602500"
Schmalenberg;"4473400604400"
Steinalben;"4473400605000"
Waldfischbach-Burgalben;"4473400605400"
Althornbach;"4473400820100"
Battweiler;"4473400820200"
Bechhofen;"4473400820300"
Contwig;"4473400820600"
Dellfeld;"4473400820700"
Dietrichingen;"4473400820800"
Großbundenbach;"4473400820900"
Großsteinhausen;"4473400821000"
Hornbach;"4473400821100"
Käshofen;"4473400821200"
Kleinbundenbach;"4473400821300"
Kleinsteinhausen;"4473400821400"
Mauschbach;"4473400821800"
Riedelberg;"4473400822100"
Rosenkopf;"4473400822300"
Walshausen;"4473400822600"
Wiesbach;"4473400822700"
Herschberg;"4473400901700"
Hettenhausen;"4473400901800"
Höheischweiler;"4473400902300"
Höhfröschen;"4473400902400"
Nünschweiler;"4473400903500"
Petersberg;"4473400903700"
Saalstadt;"4473400904100"
Schauerberg;"4473400904200"
Thaleischweiler-Fröschen;"4473400905100"
Weselberg;"4473400905500"
Biedershausen;"4473400920400"
Knopp-Labach;"4473400921500"
Krähenberg;"4473400921600"
Maßweiler;"4473400921700"
Obernheim-Kirchenarnbach;"4473400921900"
Reifenberg;"4473400922000"
Rieschweiler-Mühlbach;"4473400922200"
Schmitshausen;"4473400922400"
Wallhalben;"4473400922500"
Winterbach (Pfalz);"4473400922800"
Andernach/Kernstadt;"1111370000301"
Andernach/Miesenheim;"1111370000304"
Andernach/Eich;"1111370000302"
Andernach/Kell;"1111370000303"
Andernach/Namedy;"1111370000305"
Bad Dürkheim/West;"4423320000206"
Bad Dürkheim/Leistadt;"4423320000210"
Bad Dürkheim/Hardenburg;"4423320000209"
Bad Dürkheim/Grethen;"4423320000208"
Bad Dürkheim/Seebach;"4423320000207"
Bad Dürkheim/Süd;"4423320000204"
Bad Dürkheim/Nordwest;"4423320000205"
Bad Dürkheim/Mitte;"4423320000201"
Bad Dürkheim/Nord;"4423320000202"
Bad Dürkheim/Ungstein;"4423320000211"
Bad Dürkheim/Ost;"4423320000203"
Bad Kreuznach/Kernstadt;"2171330000605"
Bad Kreuznach/Ippesheim;"2171330000603"
Bad Kreuznach/Planig;"2171330000601"
Bad Kreuznach/Bosenheim;"2171330000602"
Bad Kreuznach/Winzenheim;"2171330000604"
Bad Münster am Stein Ebernburg;"2171330000607"
Bendorf/Stadt;"1101370020301"
Bendorf/Mülhofen;"1101370020303"
Bendorf/Sayn;"1101370020302"
Bendorf/Stromberg;"1101370020304"
Bingen/Büdesheim;"3303390000503"
Bingen/Stadt;"3303390000501"
Bingen/Gaulsheim;"3303390000506"
Bingen/Kempten;"3303390000507"
Bingen/Bingerbrück;"3303390000502"
Bingen/Dietersheim;"3303390000504"
Bingen/Sponsheim;"3303390000508"
Bingen/Dromersheim;"3303390000505"
Boppard/Boppard;"2161400050101"
Boppard/Holzfeld;"2161400050106"
Boppard/Rheinbay;"2161400050108"
Boppard/Hirzenach;"2161400050105"
Boppard/Weiler;"2161400050110"
Boppard/Bad Salzig;"2161400050102"
Boppard/Buchholz;"2161400050103"
Boppard/Oppenhausen;"2161400050107"
Boppard/Herschwiesen;"2161400050104"
Boppard/Udenhausen;"2161400050109"
Bruchmühlbach-Miesau/Miesau;"4463350100302"
Bruchmühlbach-Miesau/Bruchmühlbach;"4463350100301"
Bruchmühlbach-Miesau/Vogelbach;"4463350100304"
Bruchmühlbach-Miesau/Elschbach;"4463350100303"
Bruchmühlbach-Miesau/Buchholz;"4463350100305"
Cochem;"2151350102001"
Cochem/Brauheck;"2151350102004"
Cochem/Sehl;"2151350102003"
Cochem/Cond;"2151350102002"
Daun-Stadt;"2202330150110"
Daun-Boverath;"2202330150120"
Daun-Gemünden;"2202330150130"
Daun-Weiersbach;"2202330150190"
Daun-Pützborn;"2202330150150"
Daun-Neunkirchen;"2202330150140"
Daun-Steinborn;"2202330150170"
Daun-Waldkönigen;"2202330150180"
Daun-Rengen;"2202330150160"
Germersheim/Germersheim;"4513340000701"
Germersheim/Sondernheim;"4513340000702"
Idar-Oberstein/Oberstein;"2191340004501"
Idar-Oberstein/Idar;"2191340004502"
Idar-Oberstein/Tiefenstein;"2191340004503"
Idar-Oberstein/Algenrodt;"2191340004504"
Idar-Oberstein/Enzweiler;"2191340004505"
Idar-Oberstein/Hammerstein;"2191340004506"
Idar-Oberstein/Kirchenbollenbach;"2191340004507"
Idar-Oberstein/Mittelbollenbach;"2191340004508"
Idar-Oberstein/Nahbollenbach;"2191340004509"
Idar-Oberstein/Weierbach;"2191340004510"
Idar-Oberstein/Georg-Weierbach;"2191340004511"
Idar-Oberstein/Göttschied;"2191340004512"
Idar-Oberstein/Regulshausen;"2191340004513"
Ingelheim/Mitte;"3313390003001"
Ingelheim/West;"3313390003004"
Ingelheim/Nord;"3313390003003"
Ingelheim/Sporkenheim;"3313390003005"
Ingelheim/Süd;"3313390003002"
Ingelheim/Großwinterheim;"3313390003006"
Wackernheim;"3313390003008"
Heidesheim;"3313390003007"
Kaiserslautern/Betzenberg;"4453120000006"
Kaiserslautern/Mölschbach;"4453120000014"
Kaiserslautern/Dansenberg;"4453120000015"
Kaiserslautern/Hohenecken;"4443120000016"
Kaiserslautern/Einsiedlerhof;"4453120000011"
Kaiserslautern/Siegelbach;"4453120000017"
Kaiserslautern/Erfenbach;"4453120000018"
Kaiserslautern/Erzhütten/Wiesenthalerhof;"4443120000010"
Kaiserslautern/Erlenbach;"4453120000013"
Kaiserslautern/Morlautern;"4453120000012"
Kaiserslautern/Grübentälchen/Volkspark;"4443120000005"
Kaiserslautern/Innenstadt Nord/Kaiserberg;"4443120000004"
Kaiserslautern/Lämmchesberg/Uniwohnstadt;"4453120000007"
Kaiserslautern/Bännjerrück/Karl-Pfaff-Siedlung;"4443120000008"
Kaiserslautern-West;"4443120000009"
Kaiserslautern/Innenstadt West/Kotten;"4443120000003"
Kaiserslautern/Innenstadt Ost;"4443120000001"
Kaiserslautern/Innenstadt-Südwest;"4443120000002"
Koblenz/Karthäuserhofgelände;"1091110000015"
Koblenz/Rübenach;"1091110000052"
Koblenz/Bubenheim;"1091110000053"
Koblenz/Kesselheim;"1091110000050"
Koblenz/Wallersheim;"1091110000044"
Koblenz/Metternich;"1091110000041"
Koblenz/Lützel;"1091110000040"
Koblenz/Neuendorf;"1091110000043"
Koblenz/Niederberg;"1081110000071"
Koblenz/Arenberg;"1081110000081"
Koblenz/Arzheim;"1081110000080"
Koblenz/Ehrenbreitstein;"1081110000070"
Koblenz/Altstadt;"1091110000010"
Koblenz/Rauental;"1091110000018"
Koblenz/Güls;"1091110000051"
Koblenz/Lay;"1091110000021"
Koblenz/Moselweiß;"1091110000019"
Koblenz/Goldgrube;"1091110000017"
Koblenz/Mitte;"1091110000011"
Koblenz/Süd;"1091110000012"
Koblenz/Karthause Nord;"1091110000014"
Koblenz/Karthause Flugfeld;"1091110000016"
Koblenz/Horchheimer Höhe;"1081110000076"
Koblenz/Oberwerth;"1091110000013"
Koblenz/Stolzenfels;"1091110000020"
Koblenz/Horchheim;"1081110000075"
Koblenz/Pfaffendorf;"1081110000073"
Koblenz/Asterstein;"1081110000072"
Koblenz/Pfaffendorfer Höhe;"1081110000074"
Landau/Landau;"4503130000009"
Landau/Dammheim;"4503130000004"
Landau/Godramstein;"4503130000005"
Landau/Arzheim;"4503130000003"
Landau/Mörzheim;"4503130000006"
Landau/Wollmesheim;"4503130000008"
Landau/Mörlheim;"4503130000002"
Landau/Nußdorf;"4503130000007"
Landau/Queichheim;"4503130000001"
Ludwigshafen/BASF;"3363140000099"
Ludwigshafen/Rheingönheim;"3363140000052"
Ludwigshafen/Maudach;"3373140000042"
Ludwigshafen/Ruchheim;"3373140000035"
Ludwigshafen/Oggersheim;"3373140000031"
Ludwigshafen/Edigheim;"3373140000022"
Ludwigshafen/Pfingstweide;"3373140000023"
Ludwigshafen/Oppau;"3373140000021"
Ludwigshafen/Gartenstadt;"3373140000041"
Ludwigshafen/Mundenheim;"3363140000051"
Ludwigshafen/Süd;"3363140000012"
Ludwigshafen/Mitte;"3363140000011"
Ludwigshafen/West;"3363140000014"
Ludwigshafen/Nord;"3363140000013"
Ludwigshafen/Friesenheim;"3363140000015"
Mainz/Oberstadt;"3273150000024"
Mainz/Laubenheim;"3293150000072"
Mainz/Weisenau;"3283150000071"
Mainz/Marienborn;"3293150000052"
Mainz/Ebersheim;"3293150000062"
Mainz/Hechtsheim;"3283150000061"
Mainz/Altstadt;"3273150000015"
Mainz/Bretzenheim;"3283150000051"
Mainz/Lerchenberg;"3293150000053"
Mainz/Drais;"3293150000054"
Mainz/Finthen;"3293150000042"
Mainz/Gonsenheim;"3283150000041"
Mainz/Mombach;"3283150000031"
Mainz/Hartenberg/Münchfeld;"3273150000025"
Mainz/Neustadt;"3273150000016"
Mayen/Kernstadt;"1121370006801"
Mayen/Kürrenberg;"1121370006804"
Mayen/Nitztal;"1121370006805"
Mayen/Alzheim;"1121370006802"
Mayen/Hausen;"1121370006803"
Morbach/Wederath;"2232310050216"
Morbach/Hinzerath;"2232310050207"
Morbach/Bischofsdhron;"2232310050201"
Morbach/Gonzerath;"2232310050203"
Morbach/Rapperath;"2232310050215"
Morbach/Merscheid;"2232310050211"
Morbach/Haag;"2232310050205"
Morbach/Hunolstein;"2232310050210"
Morbach/Morscheid-Riedenburg;"2232310050213"
Morbach/Hundheim;"2232310050209"
Morbach/Weiperath;"2232310050217"
Morbach/Morbach;"2232310050212"
Morbach/Gutenthal;"2232310050204"
Neuwied / Innenstadt;"1041380004517"
Neuwied/Engers;"1041380004512"
Neuwied/Block;"1041380004511"
Neuwied/Heimbach-Weis;"1041380004516"
Neuwied/Gladbach;"1041380004514"
Neuwied/Oberbieber;"1041380004520"
Neuwied/Niederbieber;"1041380004519"
Neuwied/Segendorf;"1041380004522"
Neuwied/Altwied;"1041380004510"
Neuwied/Rodenbach;"1041380004521"
Neuwied/Feldkirchen;"1041380004513"
Neuwied/Irlich;"1041380004518"
Neuwied/Torney;"1041380004523"
Neuwied/Heddesdorf;"1041380004515"
Remagen/Stadt;"1131310007002"
Remagen/Kripp;"1131310007001"
Remagen/Unkelbach;"1131310007006"
Remagen/Oedingen;"1131310007004"
Remagen/Oberwinter;"1131310007003"
Remagen/Rolandswerth;"1131310007005"
Sinzig;"1131310007750"
Sinzig / Koisdorf;"1131310007730"
Sinzig / Westum;"1131310007760"
Sinzig / Bad Bodendorf;"1131310007710"
Sinzig / Löhndorf;"1131310007740"
Sinzig / Franken;"1131310007720"
Speyer/Neuland;"3393180000021"
Speyer/West;"3393180000015"
Speyer/Nord-West;"3393180000017"
Speyer/Nord-Ost;"3393180000018"
Speyer/Kernstadt-Nord;"3393180000011"
Speyer/Im Vogelgesang;"3393180000022"
Speyer/Süd;"3393180000013"
Speyer/Im Erlich;"3393180000016"
Speyer/Süd-West;"3393180000014"
Speyer/Kernstadt-Süd;"3393180000012"
Speyer/Nördlich der Autobahn;"3393180000028"
Speyer/Speyer-Nord;"3393180000027"
Trier/Irsch;"2252110000045"
Trier/Euren;"2252110000032"
Trier/Zewen;"2252110000033"
Trier/Trier-West-Pallien;"2252110000031"
Trier/Biewer;"2242110000023"
Trier/Ehrang-Quint;"2242110000021"
Trier/Ruwer-Eitelsbach;"2242110000024"
Trier/Pfalzel;"2242110000022"
Trier/Mariahof;"2252110000053"
Trier/Feyen-Weismark;"2252110000051"
Trier/Heiligkreuz;"2252110000052"
Trier/Olewig;"2252110000041"
Trier/Mitte-Gartenfeld;"2252110000011"
Trier/Süd;"2252110000013"
Trier/Nord;"2252110000012"
Trier/Kürenz;"2252110000042"
Trier/Filsch;"2252110000044"
Trier/Tarforst;"2252110000043"
Trier/Kernscheid;"2252110000046"
Worms/Süd;"3333190000011"
Worms/Ibersheim;"3333190000072"
Worms/Rheindürkheim;"3333190000071"
Worms/Pfeddersheim;"3333190000061"
Worms/Abenheim;"3333190000062"
Worms/Heppenheim;"3333190000054"
Worms/Wiesoppenheim;"3333190000053"
Worms/Weinsheim;"3333190000052"
Worms/Karl-Marx-Siedlung;"3333190000012"
Worms/Horchheim;"3333190000051"
Worms/Pfiffligheim;"3333190000041"
Worms/Leiselheim;"3333190000045"
Worms/Herrnsheim;"3333190000044"
Worms/Nord;"3333190000021"
Worms/Hochheim;"3333190000042"
Worms/Neuhausen;"3333190000043"
Worms/West;"3333190000031"
Worms/Südwest;"3333190000032"
Worms/Stadtzentrum;"3333190000001"
Wörth am Rhein/Büchelberg;"4523340050104"
Wörth am Rhein/Schaidt;"4523340050103"
Wörth am Rhein/Maximiliansau;"4523340050102"
Wörth am Rhein/Wörth;"4523340050101"
Zweibrücken/Stadtmitte;"4473200000010"
Zweibrücken/Mittelbach;"4473200000014"
Zweibrücken/Wattweiler;"4473200000019"
Zweibrücken/Rimschweiler;"4473200000018"
Zweibrücken/Ixheim;"4473200000013"
Zweibrücken/Bubenhausen;"4473200000011"
Zweibrücken/Ernstweiler;"4473200000012"
Zweibrücken/Mörsbach;"4473200000015"
Zweibrücken/Niederauerbach;"4473200000016"
Zweibrücken/Oberauerbach;"4473200000017"
Kaiserslautern/US Army;"4443120000099"
Landau/Wollmersheimer Wald;"4503130000099"
Neustadt an der Weinstraße/Pfälzerwald;"4433160000099"
